"idName","gender","InvalsiRead1","InvalsiRead2","InvalsiRead3","InvalsiRead4","InvalsiRead5","InvalsiRead6","InvalsiRead7","InvalsiRead8","InvalsiRead9","InvalsiRead10","InvalsiRead11","InvalsiRead12"
"uqoxkbcr","M","0","1","0","0","0","0","0","0","0","0","0","1"
"hgxtnqde","M","1","1","1","1","0","0","0","0","0","1","0","0"
"datbfxpo","F","1","1","1","1","0","1","0","0","0","1","1","1"
"pgrxmjwi","M","1","1","1","1","0","1","0","0","1","1","0","1"
"zfhnmxjv","M","1","0","1","1","0","0","0","0","1","1","0","1"
"cjdwpgyb","M","1","1","1","1","0","1","0","1","1","1","1","1"
"soyigjlp","F","0","1","1","1","0","1","0","0","0","1","1","1"
"xomeiyaw","F","0","1","0","1","0","1","0","0","0","0","0","1"
"ozpktibm","F","1","1","1","1","1","1","0","0","0","1","0","1"
"jrwqgnut","M","1","1","1","1","1","1","1","1","1","1","1","1"
"doxpsima","M","1","1","0","0","1","1","0","1","1","1","0","1"
"hlpmxatu","M","0","1","1","1","1","1","0","1","0","1","1","1"
"vrkamseu","M","1","1","1","1","0","1","0","0","0","1","1","1"
"jwpaixeb","F","1","1","1","1","0","1","0","1","0","1","0","1"
"pvrusqte","F","1","0","0","1","0","1","0","0","0","1","1","1"
"hzsnpovc","M","1","1","0","1","0","1","1","0","0","1","1","1"
"hudswcnj","F","1","1","1","0","0","1","0","1","0","1","1","1"
"lhuqybko","F","1","0","1","1","0","1","0","0","0","1","1","1"
"bdquxnew","F","1","1","0","1","0","1","0","0","0","1","1","1"
"rclzwpie","M","0","1","1","1","0","0","0","0","1","1","0","1"
"gnydxqbi","M","0","1","1","0","0","0","0","0","0","1","0","0"
"enbrozck","F","0","1","1","1","0","1","0","0","0","1","0","1"
"ufdlowec","F","0","1","1","0","0","0","0","0","0","0","1","1"
"rwejgxzv","F","0","1","0","1","0","1","0","0","0","1","1","1"
"niulmray","M","0","1","0","0","0","1","0","0","0","1","0","1"
"zgfkqbln","F","0","0","0","1","0","0","0","0","0","1","1","0"
"eduhamqy","M","1","1","1","1","0","1","0","0","1","1","1","1"
"mevcbhoj","F","1","1","1","1","0","0","0","0","0","1","1","1"
"qdjlwbyc","M","1","1","1","1","1","1","1","1","1","1","1","1"
"upodtygj","M","1","1","1","1","0","1","1","0","1","1","1","1"
"zivalpwr","F","0","1","0","1","0","0","0","0","0","1","0","1"
"zwvtsfej","M","1","1","1","1","0","1","0","0","1","1","0","1"
"ojghwusy","F","1","0","1","1","0","1","0","0","1","1","0","1"
"nmjuwzeo","F","1","1","0","1","0","1","0","0","0","0","1","1"
"faikxhdb","F","1","1","1","1","0","1","0","0","0","1","1","1"
"krxwgulb","M","1","1","1","1","1","1","0","0","0","1","0","1"
"gcwitlqk","M","1","1","1","1","1","1","1","1","0","1","1","1"
"narvwxhu","M","0","1","1","0","0","0","0","0","0","1","1","1"
"itlouvpm","F","1","1","0","1","0","0","0","1","1","1","1","1"
"pxnkcjgz","F","1","1","1","0","1","1","1","1","0","1","1","1"
"hlurnxqa","F","1","1","1","1","1","1","1","1","1","1","1","1"
"xhmalegz","F","1","1","1","1","0","1","1","1","1","1","1","1"
"lgfinkbt","M","0","0","0","0","0","0","0","0","0","1","0","0"
"dpeanosx","F","0","0","0","0","0","0","0","0","0","0","0","0"
"lwmukzoy","M","1","1","1","1","0","1","1","0","0","1","1","1"
"ljawqrou","M","0","0","0","0","0","0","0","0","0","0","0","1"
"vhrwgkyx","F","1","1","1","1","0","1","0","1","1","1","1","1"
"ourviygf","M","0","0","0","0","0","0","0","0","0","0","0","0"
"afdoleyc","F","0","1","1","1","1","1","1","0","1","1","1","1"
"lwodxrhu","F","0","1","1","0","0","0","1","0","1","1","1","1"
"dkfonmrt","M","1","1","0","1","0","1","0","0","1","1","0","1"
"bdwyklqf","M","1","1","1","1","0","1","0","0","0","1","1","1"
"nhyfpiju","F","1","0","0","0","0","0","0","0","0","0","0","1"
"lpgfxina","F","1","1","0","1","0","1","0","0","0","1","0","1"
"kagwycst","M","0","0","0","0","0","0","0","0","0","0","0","0"
"qkamxipd","F","1","1","1","1","0","1","1","1","1","1","1","1"
"twxojzny","F","1","1","1","1","0","1","0","0","0","1","1","1"
"tnedghfy","M","1","1","1","1","1","1","1","1","0","1","1","1"
"fcorzeys","F","0","1","0","0","0","0","0","0","0","1","1","1"
"elktaqzn","M","1","1","1","0","0","1","0","1","0","1","0","1"
"xahktjsg","F","1","1","1","1","0","1","0","0","1","1","1","1"
"nqhfswmj","F","0","1","1","1","0","1","0","1","0","1","1","1"
"smfnujlp","M","1","1","1","1","0","0","0","0","0","1","1","1"
"kwruxzny","M","1","1","0","1","0","1","1","1","0","1","0","1"
"jscanudl","M","0","0","0","0","0","0","0","0","0","0","0","0"
"zykbqhic","M","0","1","1","1","0","1","0","0","0","1","1","1"
"ptdowaqs","M","1","1","1","1","0","1","0","1","0","0","0","0"
"csigtray","M","1","1","1","1","0","1","0","1","0","1","1","1"
"vdkazuhy","M","1","1","1","1","0","0","0","0","0","0","1","0"
"dehkotcz","F","0","1","1","0","0","0","0","0","0","1","1","0"
"mgnyeodj","F","0","1","1","1","0","1","1","0","0","0","0","1"
"nwyhobsj","F","1","1","0","1","0","1","0","0","1","1","1","1"
"inbltuag","F","0","1","1","1","1","1","1","1","0","1","1","1"
"gxtewojr","M","0","1","0","1","0","0","0","0","0","1","1","1"
"vokyubfp","F","0","0","0","0","0","0","0","0","0","0","0","0"
"mybcdhui","M","1","1","0","1","1","0","1","0","0","1","1","1"
"rqzovmiw","M","0","1","0","0","0","1","0","0","1","1","0","1"
"fljzpviy","M","0","1","0","0","0","0","0","0","0","0","0","0"
"zewlpivh","F","1","1","1","1","0","1","1","0","1","1","1","1"
"qhutynsr","F","1","1","1","1","0","1","1","0","0","1","1","0"
"xiupjkhf","F","1","1","0","1","0","1","0","0","0","1","1","1"
"xmuhvlra","F","0","1","0","0","0","0","0","0","0","1","1","1"
"ihqaszdr","F","1","0","1","1","0","0","0","0","0","1","0","1"
"rsptkajn","M","0","0","1","0","0","0","0","0","0","0","1","0"
"wfzxilst","M","1","0","0","1","0","0","0","0","0","1","1","1"
"biuzcxnd","F","1","1","1","1","0","1","1","0","1","1","1","1"
"omtgcxbf","f","1","1","0","1","1","0","0","0","0","1","0","1"
"qehsoiyr","F","1","1","1","1","0","0","0","0","0","0","0","1"
"wmyzualo","M","0","1","0","1","0","1","0","0","0","1","0","0"
"vzpfcuqd","m","0","0","0","0","0","1","0","0","0","1","0","1"
"iahlpkdo","F","1","1","1","1","1","1","1","1","1","1","1","1"
"ohlqndyr","M","0","1","1","0","0","0","0","0","0","1","0","1"
"okfutmhg","F","0","1","1","0","0","0","0","0","0","1","1","1"
"bpovkhql","F","0","1","0","0","0","1","0","0","0","0","0","0"
"gnzaekpu","M","1","1","1","1","1","1","1","1","0","1","1","1"
"mldpuixc","F","0","1","0","1","0","1","0","0","0","1","1","1"
"bmqfckja","M","1","1","1","1","1","1","0","1","1","1","1","1"
"zcsbqovj","F","1","1","1","1","0","1","0","1","0","1","0","0"
"kgyudwan","F","1","1","1","1","1","1","1","1","1","1","1","1"
"nfolyzka","F","0","1","1","1","0","1","1","1","0","1","1","1"
"eqojmgba","F","1","1","1","0","0","1","1","0","1","1","0","1"
"czbtuqnl","F","1","1","0","1","0","1","0","0","0","1","1","1"
"ipqczgtm","M","0","1","0","0","0","0","0","0","1","1","1","1"
"gzdyxeob","F","1","1","1","0","0","1","0","0","0","1","0","1"
"gotiwbxp","M","0","0","0","0","0","0","0","0","0","1","0","1"
"tgljvyxh","F","1","1","1","1","0","1","0","1","1","1","1","1"
"edaxscbw","M","1","1","0","1","0","1","0","0","1","1","1","1"
"aqlfbyng","F","0","1","1","0","0","1","1","1","0","1","0","0"
"fugebzix","F","1","1","1","1","0","1","1","1","1","1","1","1"
"cowiekud","F","1","1","0","0","0","0","0","0","0","1","0","1"
"kspiqnxg","M","1","1","1","1","1","1","0","0","1","1","1","1"
"salzegvr","M","1","1","1","1","1","1","1","1","1","1","1","1"
"pgirtxcm","M","1","1","0","1","0","1","0","0","1","1","1","1"
"jfwrxknb","M","1","1","0","1","0","0","0","0","0","1","1","1"
"pqrskxnc","M","0","1","1","1","0","1","0","0","0","1","0","1"
"fihteckr","F","1","1","0","1","0","1","0","1","0","1","1","1"
"clyesrjq","M","1","1","1","1","1","1","1","1","1","1","1","1"
"swpzlbme","M","0","1","1","1","0","1","1","0","0","1","1","1"
"ecgntjym","F","1","1","0","1","1","1","1","1","1","1","1","0"
"mrzsuoae","F","0","1","1","0","0","1","0","1","0","1","1","1"
"ownifjmx","M","1","1","1","1","0","1","0","1","1","0","1","1"
"rjhfczei","F","1","1","1","0","0","1","0","0","0","1","1","1"
"xpbykieo","F","0","1","1","0","0","1","0","0","0","1","1","1"
"ecqutzxs","M","0","1","0","1","0","1","0","0","0","1","1","1"
"yvqcsrzg","F","1","1","1","1","0","1","0","1","1","1","1","1"
"pxibwzmv","M","1","1","1","1","0","1","0","0","1","1","1","1"
"vczlkibj","F","1","1","0","1","0","1","0","1","0","1","1","1"
"apybicnz","F","1","1","1","1","0","1","0","0","1","1","1","1"
"xafyqkmd","F","1","1","1","1","0","0","0","0","0","1","1","0"
"xsrufypg","F","0","1","1","1","0","1","0","1","1","1","0","1"
"valwrxmp","F","1","1","1","1","0","0","0","0","0","1","1","1"
"qpmwdyvh","F","1","1","1","1","0","0","0","0","0","1","1","1"
